iter	Logloss
0	0.6896281529
1	0.6840418998
2	0.6806620866
3	0.675613614
4	0.6701810272
5	0.6663886108
6	0.6607848018
7	0.6563644676
8	0.6528883537
9	0.6488820518
10	0.6437165465
11	0.6398741285
12	0.6346299153
13	0.6303063428
14	0.626182845
15	0.623603111
16	0.6188479551
17	0.6158702772
18	0.6133867624
19	0.6093242907
20	0.6069926626
21	0.6043083791
22	0.6009272254
23	0.596851345
24	0.5943017407
25	0.5910656201
26	0.5886696517
27	0.5845861626
28	0.5813473144
29	0.5786220786
30	0.5752977376
31	0.5720934607
32	0.5693609425
33	0.5672706133
34	0.5645462693
35	0.5612235079
36	0.5581914066
37	0.5554707235
38	0.5521193398
39	0.54898719
40	0.5464589304
41	0.5448648214
42	0.542663896
43	0.5398836688
44	0.5384753253
45	0.5355618211
46	0.5341705172
47	0.532575022
48	0.5299574082
49	0.5273077718
50	0.5245382505
51	0.523320084
52	0.5218927609
53	0.5195974274
54	0.5170426142
55	0.5148670673
56	0.5137698676
57	0.5120375306
58	0.5101417992
59	0.5076980746
60	0.5052363944
61	0.5038179828
62	0.501987794
63	0.5002538524
64	0.4983807981
65	0.4968649617
66	0.49597486
67	0.4948969454
68	0.4929678515
69	0.4916334319
70	0.4894954903
71	0.4885651449
72	0.4872176388
73	0.4859737647
74	0.4845760228
75	0.4837192789
76	0.4822133773
77	0.4807101551
78	0.4789400754
79	0.4772955861
80	0.4756259945
81	0.4749746967
82	0.4734036313
83	0.4718836192
84	0.4710322445
85	0.4692269914
86	0.4685847014
87	0.4671249292
88	0.4659288246
89	0.4648589112
90	0.4634357928
91	0.4624880997
92	0.4611940337
93	0.4605935154
94	0.4592199605
95	0.4582269555
96	0.4572007628
97	0.4562870092
98	0.454846855
99	0.4534213122
100	0.452630989
101	0.4516080033
102	0.4503573486
103	0.4493697901
104	0.4483959007
105	0.4475505363
106	0.446246271
107	0.4451753246
108	0.4442310394
109	0.4430459061
110	0.4423462137
111	0.441098086
112	0.4406120407
113	0.4400020587
114	0.4391449022
115	0.4388240253
116	0.4380471705
117	0.4377380053
118	0.4368799101
119	0.4360094206
120	0.4357184939
121	0.4349239755
122	0.434130092
123	0.4331685547
124	0.4327607967
125	0.4321446069
126	0.4314396615
127	0.4308789504
128	0.4298458115
129	0.4294824717
130	0.428366993
131	0.4279793451
132	0.4276644248
133	0.426695484
134	0.4259279464
135	0.4250621073
136	0.4248488171
137	0.4243099979
138	0.4239631533
139	0.4232385511
140	0.4223849149
141	0.4217212457
142	0.4209941081
143	0.4200791189
144	0.4198389632
145	0.4188345572
146	0.4182805666
147	0.4174639323
148	0.4166200275
149	0.4160099424
150	0.4153151235
151	0.4148012668
152	0.4146078107
153	0.4139107767
154	0.4134081132
155	0.4126695858
156	0.4123088063
157	0.4118639643
158	0.4115240485
159	0.410918382
160	0.4106696439
161	0.4105377792
162	0.4103361341
163	0.4098875594
164	0.4094420696
165	0.4089794519
166	0.4085626129
167	0.4078907616
168	0.4072305773
169	0.4067130526
170	0.4061395444
171	0.4057329223
172	0.4055936325
173	0.4053955205
174	0.4051032797
175	0.4047851069
176	0.4042182397
177	0.4036056318
178	0.4032666173
179	0.4027066901
180	0.4022364061
181	0.4016821812
182	0.4011199236
183	0.4010129613
184	0.4006605056
185	0.4005482284
186	0.4000182552
187	0.3998096039
188	0.3996334951
189	0.3991462382
190	0.3985264982
191	0.3983639543
192	0.3977796428
193	0.3975429883
194	0.3974537045
195	0.3972229706
196	0.3970944842
197	0.396584947
198	0.3964001875
199	0.3959449671
200	0.3955563718
201	0.3951604077
202	0.3950287246
203	0.3949723757
204	0.3945480307
205	0.3940091911
206	0.3935208231
207	0.3929856552
208	0.3924488421
209	0.3920354569
210	0.391667654
211	0.3913284338
212	0.3908001239
213	0.3905473618
214	0.3900519346
215	0.3894606284
216	0.3890612797
217	0.3887405374
218	0.3883486289
219	0.3883028383
220	0.3881851222
221	0.3876096745
222	0.3872067382
223	0.3869569806
224	0.3864837475
225	0.386075077
226	0.3857901162
227	0.3857128405
228	0.3856615953
229	0.3852143858
230	0.3847954069
231	0.384601878
232	0.3842053379
233	0.3838938188
234	0.383627715
235	0.3831953994
236	0.3830356354
237	0.3827866083
238	0.3823324883
239	0.381942592
240	0.3815816609
241	0.3812495198
242	0.3811738213
243	0.380808331
244	0.3803749982
245	0.3800038976
246	0.3796559187
247	0.3796274164
248	0.3792229883
249	0.3790042935
250	0.3786651693
251	0.3784154543
252	0.3780520126
253	0.3778730736
254	0.3778218286
255	0.3774197146
256	0.3771579302
257	0.3766992711
258	0.3763798746
259	0.3759572469
260	0.3755974013
261	0.3755033951
262	0.3754439166
263	0.3754221217
264	0.3752473989
265	0.3749132217
266	0.3746199787
267	0.3742936468
268	0.3738625824
269	0.373756835
270	0.373514087
271	0.373187332
272	0.3730743898
273	0.372849138
274	0.3727722899
275	0.3724626807
276	0.3722302125
277	0.3720323008
278	0.3718360414
279	0.3714481543
280	0.3711500211
281	0.3708494556
282	0.370547805
283	0.3703715488
284	0.3702815409
285	0.3701962416
286	0.3698446316
287	0.3695985435
288	0.3694890609
289	0.3692416654
290	0.3689698396
291	0.3687965947
292	0.3683969486
293	0.3682539107
294	0.3679792647
295	0.367894784
296	0.367634223
297	0.3675325915
298	0.3672384296
299	0.3670936121
300	0.3668047098
301	0.3666576262
302	0.3664390483
303	0.3661665063
304	0.3661540476
305	0.3658235432
306	0.3657156342
307	0.365499893
308	0.3653586934
309	0.3650053903
310	0.3649545995
311	0.3649122901
312	0.3647002906
313	0.3644888388
314	0.3644431108
315	0.3644335472
316	0.3641414265
317	0.3641210946
318	0.3638948736
319	0.3637693657
320	0.3636542835
321	0.3633517799
322	0.3631288284
323	0.3628704666
324	0.3626196649
325	0.3624353473
326	0.3623785657
327	0.3621919726
328	0.3620178144
329	0.3618456336
330	0.3614785782
331	0.3613996543
332	0.3613914761
333	0.361152136
334	0.3610976852
335	0.360925266
336	0.3606270382
337	0.360497118
338	0.3603095353
339	0.359952049
340	0.3596410847
341	0.3594757039
342	0.3591742338
343	0.3590049933
344	0.3587554151
345	0.3585623919
346	0.3583941156
347	0.3583486746
348	0.358343557
349	0.3580628672
350	0.3579223308
351	0.3578876955
352	0.3575401548
353	0.3571848128
354	0.3569148457
355	0.3567052228
356	0.3564581301
357	0.356327487
358	0.3560663682
359	0.3557626004
360	0.3556570978
361	0.355591612
362	0.3553713446
363	0.3551346326
364	0.355002642
365	0.3547404183
366	0.3547271911
367	0.3545797533
368	0.3545235951
369	0.3542728547
370	0.3541926567
371	0.3540689315
372	0.3539571484
373	0.3538025636
374	0.3535659674
375	0.3535477673
376	0.3532316056
377	0.3530975992
378	0.3529250343
379	0.3527462956
380	0.3526000367
381	0.3524428282
382	0.3522194303
383	0.35201943
384	0.3519869322
385	0.3517829364
386	0.3516504754
387	0.3515398562
388	0.3513774318
389	0.3510781965
390	0.3510732708
391	0.3507599822
392	0.3506760212
393	0.3505046523
394	0.3503073349
395	0.3502744976
396	0.3502722135
397	0.3502635408
398	0.3500353268
399	0.3499522575
400	0.349768834
401	0.3496689234
402	0.3494534311
403	0.3492446083
404	0.3491310902
405	0.3489270678
406	0.3488052582
407	0.3486198816
408	0.3484068621
409	0.3482479498
410	0.3482239888
411	0.3480586507
412	0.3479411732
413	0.347919522
414	0.3478697358
415	0.3476941598
416	0.3475786261
417	0.3475574433
418	0.347349529
419	0.3471823492
420	0.3471411054
421	0.3469203246
422	0.3467685493
423	0.3465313251
424	0.3463713654
425	0.3461337044
426	0.3460856892
427	0.3457926326
428	0.3456763175
429	0.345636868
430	0.3454936618
431	0.3453664052
432	0.3452514111
433	0.3451300092
434	0.3449545241
435	0.3448111898
436	0.3445744498
437	0.3444256567
438	0.3444198414
439	0.3443028981
440	0.3441072161
441	0.3439362103
442	0.3438065811
443	0.343592361
444	0.3434036944
445	0.3432834318
446	0.3432788092
447	0.3430566765
448	0.3430063044
449	0.3427872017
450	0.3426886263
451	0.3425017659
452	0.3423296379
453	0.3422461682
454	0.3420454972
455	0.3418523903
456	0.3417333707
457	0.3415493917
458	0.3414046621
459	0.3413404903
460	0.3413277947
461	0.3411653486
462	0.3410460558
463	0.3409018972
464	0.3407311208
465	0.3406477215
466	0.3405135487
467	0.3403861889
468	0.3402309401
469	0.3399607953
470	0.3396865506
471	0.3395804149
472	0.3395296711
473	0.3393125503
474	0.3391914322
475	0.3389741904
476	0.3389586205
477	0.3387918454
478	0.3386619066
479	0.3384310648
480	0.3383622231
481	0.3382063786
482	0.3380149626
483	0.3377988368
484	0.3375239686
485	0.3373434989
486	0.3371683771
487	0.3369534089
488	0.3368114256
489	0.3365706685
490	0.3363448761
491	0.3362958145
492	0.3360657184
493	0.3360195918
494	0.3359198252
495	0.3357801336
496	0.3355842155
497	0.3354457278
498	0.3352850442
499	0.3352421627
500	0.3352317553
501	0.3350862774
502	0.334940825
503	0.3348027723
504	0.3346994017
505	0.3345786351
506	0.3344572208
507	0.3343341032
508	0.3342330483
509	0.3340667854
510	0.3338812769
511	0.3336826879
512	0.3334951846
513	0.333369039
514	0.33321018
515	0.3331623561
516	0.3329094881
517	0.3326769925
518	0.3325686406
519	0.3324216437
520	0.3323447872
521	0.3322520428
522	0.3321652063
523	0.3320948127
524	0.3320148402
525	0.3317883891
526	0.331595317
527	0.331492562
528	0.3313806052
529	0.3311148773
530	0.3310943925
531	0.3309546485
532	0.3308190309
533	0.3306986541
534	0.3305545778
535	0.3304517301
536	0.3304208965
537	0.3303427967
538	0.330200791
539	0.3300911602
540	0.3300151477
541	0.3298555758
542	0.3297613813
543	0.3296006293
544	0.3294348923
545	0.3292937162
546	0.3291260706
547	0.3291106445
548	0.3289753328
549	0.3288850446
550	0.3286929252
551	0.3285799837
552	0.3284367205
553	0.328436614
554	0.3283032343
555	0.32824823
556	0.3279543781
557	0.3278603387
558	0.3276913269
559	0.3275503286
560	0.3274380576
561	0.3273044407
562	0.3272188812
563	0.3270940723
564	0.3269529698
565	0.3268500211
566	0.326779297
567	0.3267024131
568	0.3265815143
569	0.3265121363
570	0.3264001935
571	0.3262662233
572	0.3262585426
573	0.326159008
574	0.3260440409
575	0.3259092798
576	0.3257810415
577	0.3256018994
578	0.3255072587
579	0.3254333068
580	0.3252574584
581	0.325121394
582	0.3249135324
583	0.3247171174
584	0.3246808322
585	0.3246403836
586	0.3246270482
587	0.3244407672
588	0.324294168
589	0.3242030824
590	0.3241158374
591	0.3239120294
592	0.3237588242
593	0.3236519249
594	0.3235204348
595	0.32334172
596	0.3232823498
597	0.322999302
598	0.3229323788
599	0.322800663
600	0.3226871257
601	0.3225632462
602	0.3224502823
603	0.3223067596
604	0.3221920779
605	0.3221155493
606	0.3220369193
607	0.3218627098
608	0.3216485309
609	0.3216153479
610	0.3215145679
611	0.3213604427
612	0.3211852238
613	0.3211852931
614	0.3211337627
615	0.3210211101
616	0.3210097495
617	0.3208144542
618	0.3206714099
619	0.3205276537
620	0.320354969
621	0.3202392505
622	0.3201978738
623	0.3200806238
624	0.3199531389
625	0.3198595719
626	0.3196882786
627	0.3196029746
628	0.319527446
629	0.3194558035
630	0.3193482499
631	0.3191623301
632	0.3190108809
633	0.3189117881
634	0.3189051154
635	0.3188632807
636	0.3188564749
637	0.3188387446
638	0.318731931
639	0.3185807054
640	0.3185265927
641	0.3183700069
642	0.3182966712
643	0.3182280236
644	0.3181280565
645	0.3179677346
646	0.3179297234
