EventName,Driver,QualyAvg_LapTime,QualyFastest_LapTime,QualyAvgSpeedI1,QualyAvgSpeedI2
Abu Dhabi Grand Prix,GAS,95.86454545454545,82.984,255.44444444444446,283.77777777777777
Australian Grand Prix,GAS,90.281375,77.982,263.0,301.45454545454544
Austrian Grand Prix,GAS,77.85736363636364,65.335,268.05555555555554,199.55555555555554
Azerbaijan Grand Prix,GAS,117.6002,103.088,188.8,191.13333333333333
Bahrain Grand Prix,GAS,102.7355,90.948,208.66666666666666,222.22222222222223
Belgian Grand Prix,GAS,127.81315384615384,114.635,286.8235294117647,171.58823529411765
British Grand Prix,GAS,110.59380000000002,99.804,258.7142857142857,225.71428571428572
Canadian Grand Prix,GAS,85.80161538461539,72.94,230.55555555555554,265.6666666666667
Chinese Grand Prix,GAS,109.14066666666668,95.287,224.33333333333334,230.46666666666667
Dutch Grand Prix,GAS,84.36149999999999,70.815,238.85,251.3
Emilia Romagna Grand Prix,GAS,88.75277777777778,76.015,197.57142857142858,230.85714285714286
Hungarian Grand Prix,GAS,101.241,78.166,254.83333333333334,215.0
Italian Grand Prix,GAS,97.96045454545455,80.738,275.4375,295.3125
Japanese Grand Prix,GAS,103.98175,90.119,259.5,281.6666666666667
Las Vegas Grand Prix,GAS,107.92722222222223,92.664,157.66666666666666,188.44
Mexico City Grand Prix,GAS,88.602,76.892,262.27777777777777,256.94117647058823
Miami Grand Prix,GAS,100.3528888888889,87.976,193.0,173.13333333333333
Monaco Grand Prix,GAS,85.56154166666666,70.896,176.46666666666667,172.66666666666666
Qatar Grand Prix,GAS,102.1125,81.437,221.72222222222223,268.8333333333333
Saudi Arabian Grand Prix,GAS,100.65057142857142,89.479,276.6666666666667,291.44444444444446
Singapore Grand Prix,GAS,111.23916666666668,91.312,260.6666666666667,254.77777777777777
Spanish Grand Prix,GAS,85.60381818181817,71.857,235.16666666666666,246.0
São Paulo Grand Prix,GAS,99.97850000000001,89.42,251.85,186.38888888888889
United States Grand Prix,GAS,107.4963076923077,93.018,190.5,154.95
Abu Dhabi Grand Prix,HAM,102.507,83.887,234.42857142857142,266.42857142857144
Australian Grand Prix,HAM,94.117,76.96,246.26666666666668,280.46666666666664
Austrian Grand Prix,HAM,78.19645454545454,64.903,254.38888888888889,201.0
Azerbaijan Grand Prix,HAM,120.236625,102.289,174.13636363636363,183.22727272727272
Bahrain Grand Prix,HAM,100.35281818181817,89.71,214.55555555555554,218.94444444444446
Belgian Grand Prix,HAM,123.82249999999999,113.835,278.45454545454544,173.95454545454547
British Grand Prix,HAM,97.7525294117647,85.99,271.5217391304348,245.70833333333334
Canadian Grand Prix,HAM,85.35245,71.979,227.26923076923077,253.69230769230768
Chinese Grand Prix,HAM,112.33574999999999,95.573,246.5,241.16666666666666
Dutch Grand Prix,HAM,90.74066666666666,70.948,236.15384615384616,211.46153846153845
Emilia Romagna Grand Prix,HAM,88.46300000000001,75.504,193.6,221.0
Hungarian Grand Prix,HAM,86.58913333333334,75.854,236.69565217391303,226.17391304347825
Italian Grand Prix,HAM,95.35463636363637,79.513,271.22222222222223,281.27777777777777
Japanese Grand Prix,HAM,102.2174,88.766,256.2,270.6
Las Vegas Grand Prix,HAM,110.88326315789475,92.567,165.8695652173913,190.04166666666666
Mexico City Grand Prix,HAM,88.59880000000001,76.651,256.3333333333333,247.94444444444446
Miami Grand Prix,HAM,102.15338461538461,87.697,190.57142857142858,165.04761904761904
Monaco Grand Prix,HAM,87.08554166666666,70.621,176.57142857142858,182.85714285714286
Qatar Grand Prix,HAM,102.15245,81.011,219.55555555555554,264.5925925925926
Saudi Arabian Grand Prix,HAM,102.0205625,88.46,268.7826086956522,291.6521739130435
Singapore Grand Prix,HAM,102.35528571428571,89.841,258.125,231.53333333333333
Spanish Grand Prix,HAM,82.8289090909091,71.701,240.77777777777777,246.44444444444446
São Paulo Grand Prix,HAM,97.759375,91.15,266.27272727272725,160.6
United States Grand Prix,HAM,112.65025,94.154,181.16666666666666,156.83333333333334
Abu Dhabi Grand Prix,HUL,94.93672727272728,82.886,267.52941176470586,269.7647058823529
Australian Grand Prix,HUL,85.947,77.976,266.0,299.625
Austrian Grand Prix,HUL,73.928,65.262,266.85714285714283,213.52380952380952
Azerbaijan Grand Prix,HUL,118.0615,103.101,179.85714285714286,201.64285714285714
Bahrain Grand Prix,HUL,99.93154545454546,89.851,213.33333333333334,236.38888888888889
Belgian Grand Prix,HUL,124.92649999999999,116.308,279.44444444444446,173.66666666666666
British Grand Prix,HUL,95.94627272727271,86.338,279.47058823529414,238.11764705882354
Canadian Grand Prix,HUL,88.021625,73.978,240.9,261.1
Chinese Grand Prix,HUL,107.4135,94.604,254.52380952380952,245.57142857142858
Dutch Grand Prix,HUL,81.65599999999999,71.215,266.88235294117646,257.52941176470586
Emilia Romagna Grand Prix,HUL,86.14138461538461,75.569,209.57142857142858,223.61904761904762
Hungarian Grand Prix,HUL,88.33279999999999,76.317,243.26666666666668,220.93333333333334
Italian Grand Prix,HUL,91.80081818181817,80.339,283.6666666666667,285.1111111111111
Japanese Grand Prix,HUL,99.94,89.494,261.5833333333333,284.0833333333333
Las Vegas Grand Prix,HUL,108.63781818181819,93.062,166.94117647058823,189.76470588235293
Mexico City Grand Prix,HUL,85.9705,76.995,260.11764705882354,246.05882352941177
Miami Grand Prix,HUL,103.932,88.146,205.95238095238096,165.47619047619048
Monaco Grand Prix,HUL,84.5898125,71.44,179.3,177.45
Qatar Grand Prix,HUL,101.018625,82.442,207.0,250.2
Saudi Arabian Grand Prix,HUL,100.90183333333334,89.055,271.1111111111111,304.77777777777777
Singapore Grand Prix,HUL,104.0359,90.115,271.52941176470586,242.58823529411765
Spanish Grand Prix,HUL,89.196875,72.31,241.5,248.75
São Paulo Grand Prix,HUL,96.19844444444445,91.623,248.08333333333334,190.27272727272728
United States Grand Prix,HUL,108.067625,93.544,189.25,161.25
Abu Dhabi Grand Prix,LAW,97.3265,83.472,250.83333333333334,276.4166666666667
Las Vegas Grand Prix,LAW,107.77976923076923,94.087,162.0,198.1764705882353
Mexico City Grand Prix,LAW,88.05,77.162,272.1818181818182,260.0
Qatar Grand Prix,LAW,95.47528571428572,82.411,226.6,260.1
São Paulo Grand Prix,LAW,96.60672222222223,84.484,271.82142857142856,181.0
United States Grand Prix,LAW,105.67819999999999,93.339,204.63636363636363,152.1818181818182
Abu Dhabi Grand Prix,LEC,95.640625,82.98,258.0833333333333,256.4166666666667
Australian Grand Prix,LEC,99.92853333333333,76.304,262.9,289.4
Austrian Grand Prix,LEC,74.83876923076923,65.044,280.77272727272725,211.0
Azerbaijan Grand Prix,LEC,118.38571428571429,101.365,182.65,194.85
Bahrain Grand Prix,LEC,101.91550000000001,89.165,217.31578947368422,232.89473684210526
Belgian Grand Prix,LEC,122.02833333333332,113.754,281.22727272727275,171.9090909090909
British Grand Prix,LEC,101.34192307692307,87.097,280.44444444444446,240.66666666666666
Canadian Grand Prix,LEC,89.38115789473684,72.691,228.85714285714286,265.6190476190476
Chinese Grand Prix,LEC,105.82083333333333,94.289,239.0,237.42105263157896
Dutch Grand Prix,LEC,89.42929411764706,70.582,261.2083333333333,247.79166666666666
Emilia Romagna Grand Prix,LEC,89.23892857142857,74.97,193.33333333333334,228.28571428571428
Hungarian Grand Prix,LEC,88.42646153846155,75.891,249.95,224.95
Italian Grand Prix,LEC,95.17192857142857,79.461,283.3333333333333,291.95238095238096
Japanese Grand Prix,LEC,104.284125,88.786,243.41666666666666,272.6666666666667
Las Vegas Grand Prix,LEC,106.66523529411765,92.783,163.08695652173913,193.56521739130434
Mexico City Grand Prix,LEC,90.30392857142859,76.265,266.04761904761904,270.8095238095238
Miami Grand Prix,LEC,103.18542857142857,87.382,186.76190476190476,163.61904761904762
Monaco Grand Prix,LEC,85.2587619047619,70.27,174.26923076923077,180.53846153846155
Qatar Grand Prix,LEC,97.0919,80.852,225.73076923076923,261.8076923076923
Saudi Arabian Grand Prix,LEC,103.623375,87.791,258.39130434782606,271.9130434782609
Singapore Grand Prix,LEC,107.42672727272726,89.747,275.05555555555554,246.55555555555554
Spanish Grand Prix,LEC,81.08985714285714,71.731,239.58333333333334,253.66666666666666
São Paulo Grand Prix,LEC,95.5974375,84.525,272.76,164.96
United States Grand Prix,LEC,109.60971428571429,92.74,206.9,162.35
Abu Dhabi Grand Prix,MAG,99.91857142857143,83.632,257.90909090909093,245.27272727272728
Australian Grand Prix,MAG,91.41477777777777,77.427,258.7692307692308,290.84615384615387
Austrian Grand Prix,MAG,75.7252,65.347,267.73333333333335,209.13333333333333
Bahrain Grand Prix,MAG,100.71962500000001,90.529,221.41666666666666,238.16666666666666
Belgian Grand Prix,MAG,123.05080000000001,116.5,285.77777777777777,170.55555555555554
British Grand Prix,MAG,104.13933333333334,92.905,283.3333333333333,224.8
Canadian Grand Prix,MAG,87.92458333333333,72.916,236.0,259.8125
Chinese Grand Prix,MAG,113.83275,95.516,250.83333333333334,251.16666666666666
Dutch Grand Prix,MAG,86.3979,71.295,249.46666666666667,234.33333333333334
Emilia Romagna Grand Prix,MAG,92.92060000000001,76.854,186.0,231.375
Hungarian Grand Prix,MAG,88.6516,76.548,250.13333333333333,214.0
Italian Grand Prix,MAG,98.19757142857144,80.698,272.1818181818182,310.3636363636364
Japanese Grand Prix,MAG,97.81466666666667,90.131,270.55555555555554,264.22222222222223
Las Vegas Grand Prix,MAG,114.531,93.297,152.41666666666666,189.75
Mexico City Grand Prix,MAG,87.7645,76.886,267.47058823529414,244.47058823529412
Miami Grand Prix,MAG,105.27116666666666,88.619,189.0,170.22222222222223
Monaco Grand Prix,MAG,88.18999999999998,71.725,159.72222222222223,165.0
Qatar Grand Prix,MAG,96.03126315789474,81.387,220.19230769230768,260.6923076923077
Saudi Arabian Grand Prix,MAG,104.46381818181818,89.02,266.4375,273.25
Singapore Grand Prix,MAG,106.717625,90.653,271.4166666666667,245.33333333333334
Spanish Grand Prix,MAG,89.02799999999999,72.937,232.5,260.1666666666667
United States Grand Prix,MAG,103.94572727272727,93.474,198.52941176470588,153.2941176470588
Abu Dhabi Grand Prix,NOR,97.1908,82.595,253.6875,256.1875
Australian Grand Prix,NOR,92.61123076923076,76.315,267.1666666666667,293.3888888888889
Austrian Grand Prix,NOR,81.13871428571429,64.718,254.05,214.1
Azerbaijan Grand Prix,NOR,119.44200000000001,103.609,169.28571428571428,170.14285714285714
Bahrain Grand Prix,NOR,101.4615,89.614,210.0,236.46666666666667
Belgian Grand Prix,NOR,126.4155294117647,113.981,287.0833333333333,168.5
British Grand Prix,NOR,102.13442857142857,86.03,263.3181818181818,239.71428571428572
Canadian Grand Prix,NOR,85.313,72.021,236.2,261.36
Chinese Grand Prix,NOR,104.825875,94.165,226.4,223.42857142857142
Dutch Grand Prix,NOR,83.48044444444444,69.673,254.42857142857142,246.42857142857142
Emilia Romagna Grand Prix,NOR,89.91941666666666,74.837,200.6315789473684,225.21052631578948
Hungarian Grand Prix,NOR,87.20976923076924,75.227,240.6,227.75
Italian Grand Prix,NOR,92.28014285714286,79.327,269.4166666666667,269.6666666666667
Japanese Grand Prix,NOR,102.87075,88.489,250.15384615384616,275.61538461538464
Las Vegas Grand Prix,NOR,104.74376923076922,93.008,169.25,191.7
Mexico City Grand Prix,NOR,88.23240000000001,76.26,266.6666666666667,259.0
Miami Grand Prix,NOR,101.32264285714287,87.594,189.57142857142858,158.9047619047619
Monaco Grand Prix,NOR,85.93945454545455,70.542,178.1851851851852,182.14814814814815
Qatar Grand Prix,NOR,95.24875,80.772,225.22727272727272,262.59090909090907
Saudi Arabian Grand Prix,NOR,102.72233333333334,88.132,260.4761904761905,271.76190476190476
Singapore Grand Prix,NOR,103.37314285714287,89.525,241.125,222.8125
Spanish Grand Prix,NOR,90.7435,71.383,226.25,232.33333333333334
São Paulo Grand Prix,NOR,95.64190476190477,83.405,267.5357142857143,189.89285714285714
United States Grand Prix,NOR,109.0198181818182,92.33,197.5625,160.6875
Australian Grand Prix,OCO,94.61364705882353,77.617,249.52380952380952,275.95238095238096
Austrian Grand Prix,OCO,78.6648,65.274,254.29166666666666,202.79166666666666
Azerbaijan Grand Prix,OCO,121.81320000000001,104.504,185.75,173.125
Bahrain Grand Prix,OCO,104.57983333333334,90.793,195.44444444444446,225.44444444444446
Belgian Grand Prix,OCO,125.21225,114.46,285.0869565217391,165.7826086956522
British Grand Prix,OCO,103.41862499999999,94.557,270.6,234.9
Canadian Grand Prix,OCO,86.538625,73.435,226.54545454545453,254.45454545454547
Chinese Grand Prix,OCO,106.53566666666667,95.223,225.06666666666666,237.0
Dutch Grand Prix,OCO,84.4335,71.995,254.55555555555554,254.33333333333334
Emilia Romagna Grand Prix,OCO,89.97999999999999,75.906,196.33333333333334,231.46666666666667
Hungarian Grand Prix,OCO,98.181,78.049,259.3333333333333,207.83333333333334
Italian Grand Prix,OCO,96.79572727272726,80.764,281.6875,292.125
Japanese Grand Prix,OCO,104.544125,89.811,247.41666666666666,250.08333333333334
Las Vegas Grand Prix,OCO,108.96871428571428,93.221,161.0,193.72222222222223
Mexico City Grand Prix,OCO,90.7385,77.617,251.22222222222223,262.77777777777777
Miami Grand Prix,OCO,105.96,88.209,204.6,165.33333333333334
Monaco Grand Prix,OCO,87.4545,71.285,185.7,171.7
Qatar Grand Prix,OCO,99.854125,82.714,230.0,271.1
Saudi Arabian Grand Prix,OCO,103.844875,89.475,269.2,300.3
Singapore Grand Prix,OCO,107.435,90.769,262.2,240.6
Spanish Grand Prix,OCO,88.39227272727273,72.109,230.55555555555554,243.44444444444446
São Paulo Grand Prix,OCO,94.49083333333334,84.475,267.8,177.96296296296296
United States Grand Prix,OCO,105.7462,93.597,196.6,168.93333333333334
Abu Dhabi Grand Prix,PER,100.28133333333334,83.264,247.0,269.27777777777777
Australian Grand Prix,PER,95.1118125,76.274,258.72727272727275,286.8636363636364
Austrian Grand Prix,PER,78.724,65.144,267.76190476190476,205.61904761904762
Azerbaijan Grand Prix,PER,117.0993,101.813,193.0,201.53333333333333
Bahrain Grand Prix,PER,103.36449999999999,89.537,220.47058823529412,230.23529411764707
Belgian Grand Prix,PER,127.20385714285715,113.765,274.4761904761905,169.04761904761904
British Grand Prix,PER,108.35533333333335,98.348,242.2,218.5
Canadian Grand Prix,PER,92.78344444444446,73.326,228.0909090909091,258.1818181818182
Chinese Grand Prix,PER,107.71254545454545,93.982,255.23529411764707,242.47058823529412
Dutch Grand Prix,PER,88.11036363636363,70.416,259.52941176470586,254.94117647058823
Emilia Romagna Grand Prix,PER,92.49683333333333,75.706,195.9,220.8
Hungarian Grand Prix,PER,95.229,77.886,246.66666666666666,227.6
Italian Grand Prix,PER,95.9586,80.062,287.70588235294116,296.05882352941177
Japanese Grand Prix,PER,105.59875,88.263,254.08333333333334,268.75
Las Vegas Grand Prix,PER,109.94666666666666,94.155,156.2,186.7
Mexico City Grand Prix,PER,90.57071428571429,77.611,258.3333333333333,268.3333333333333
Miami Grand Prix,PER,100.96781818181817,87.46,195.77777777777777,155.72222222222223
Monaco Grand Prix,PER,88.6021,72.06,158.66666666666666,183.0
Qatar Grand Prix,PER,98.97333333333334,81.425,228.72727272727272,263.8636363636364
Saudi Arabian Grand Prix,PER,104.47575,87.807,270.89473684210526,270.22222222222223
Singapore Grand Prix,PER,107.624,90.579,273.07142857142856,242.0
Spanish Grand Prix,PER,91.13145454545455,72.054,240.16666666666666,251.77777777777777
São Paulo Grand Prix,PER,98.19781818181818,88.158,245.11111111111111,154.0625
United States Grand Prix,PER,107.7674,93.02,194.1764705882353,156.64705882352942
Abu Dhabi Grand Prix,PIA,99.0109,82.804,247.9375,268.75
Australian Grand Prix,PIA,95.0465,76.572,261.94117647058823,296.8235294117647
Austrian Grand Prix,PIA,76.9112,64.786,268.2352941176471,200.41176470588235
Azerbaijan Grand Prix,PIA,119.03608333333334,101.686,184.6315789473684,192.47368421052633
Bahrain Grand Prix,PIA,101.2710909090909,89.683,220.88888888888889,238.22222222222223
Belgian Grand Prix,PIA,125.59326666666668,114.027,258.39130434782606,170.08695652173913
British Grand Prix,PIA,101.95264705882353,86.237,274.7083333333333,241.08333333333334
Canadian Grand Prix,PIA,88.46404166666667,72.103,223.72413793103448,262.8965517241379
Chinese Grand Prix,PIA,104.758375,94.273,251.3125,243.625
Dutch Grand Prix,PIA,84.8915,70.172,257.0,241.6875
Emilia Romagna Grand Prix,PIA,87.15775,74.82,205.86666666666667,213.4
Hungarian Grand Prix,PIA,87.69641666666666,75.249,244.1,228.47368421052633
Italian Grand Prix,PIA,95.16616666666665,79.436,267.4736842105263,304.3157894736842
Japanese Grand Prix,PIA,103.85425000000001,88.76,238.33333333333334,270.0
Las Vegas Grand Prix,PIA,108.11207142857143,93.024,159.0952380952381,186.52380952380952
Mexico City Grand Prix,PIA,88.29283333333335,77.597,246.375,270.0
Miami Grand Prix,PIA,106.415,87.675,188.05263157894737,150.21052631578948
Monaco Grand Prix,PIA,85.39644444444444,70.424,181.04166666666666,174.83333333333334
Qatar Grand Prix,PIA,101.29975,80.829,224.45454545454547,249.9090909090909
Saudi Arabian Grand Prix,PIA,100.34993333333334,88.089,262.76190476190476,298.1904761904762
Singapore Grand Prix,PIA,102.89377777777777,89.64,254.35294117647058,231.94117647058823
Spanish Grand Prix,PIA,87.471,72.011,231.0625,244.375
São Paulo Grand Prix,PIA,93.8800625,84.686,256.34615384615387,179.4
United States Grand Prix,PIA,110.50053846153847,92.95,197.78947368421052,156.0
Australian Grand Prix,RIC,94.263,77.466,261.3333333333333,291.5
Austrian Grand Prix,RIC,75.25022222222222,65.289,269.93333333333334,213.6
Azerbaijan Grand Prix,RIC,119.92585714285714,103.547,181.55555555555554,193.66666666666666
Bahrain Grand Prix,RIC,101.469375,90.278,221.08333333333334,233.25
Belgian Grand Prix,RIC,130.6998,114.682,283.0,173.0
British Grand Prix,RIC,101.24784615384615,87.949,282.5882352941176,239.7058823529412
Canadian Grand Prix,RIC,87.10457894736842,72.178,238.64,264.32
Chinese Grand Prix,RIC,109.99499999999999,94.934,233.25,229.66666666666666
Dutch Grand Prix,RIC,86.85357142857143,71.943,255.55555555555554,261.77777777777777
Emilia Romagna Grand Prix,RIC,87.8591111111111,75.674,195.0,229.26666666666668
Hungarian Grand Prix,RIC,88.73008333333333,76.202,249.31578947368422,214.68421052631578
Italian Grand Prix,RIC,95.425,80.479,289.5833333333333,296.25
Japanese Grand Prix,RIC,102.333875,89.472,253.41666666666666,275.8333333333333
Miami Grand Prix,RIC,101.95800000000001,88.617,186.22222222222223,163.88888888888889
Monaco Grand Prix,RIC,88.31017647058823,71.482,182.9,175.2
Saudi Arabian Grand Prix,RIC,99.07487499999999,89.025,266.5833333333333,294.9166666666667
Singapore Grand Prix,RIC,107.42766666666667,91.085,223.83333333333334,249.33333333333334
Spanish Grand Prix,RIC,91.78800000000001,73.075,254.66666666666666,271.55555555555554
Abu Dhabi Grand Prix,RUS,96.88818181818182,83.132,254.6315789473684,268.1578947368421
Australian Grand Prix,RUS,96.64855555555556,76.724,244.3181818181818,287.72727272727275
Austrian Grand Prix,RUS,79.69636363636363,64.84,265.5,198.44444444444446
Azerbaijan Grand Prix,RUS,118.05776923076922,101.874,179.8,196.2
Bahrain Grand Prix,RUS,108.4540909090909,89.485,200.64705882352942,216.1764705882353
Belgian Grand Prix,RUS,124.9542857142857,114.095,293.04545454545456,170.95454545454547
British Grand Prix,RUS,98.49227777777777,85.819,284.125,245.12
Canadian Grand Prix,RUS,87.27066666666667,71.742,224.26923076923077,254.84615384615384
Chinese Grand Prix,RUS,112.21691666666668,94.433,252.0,251.35
Dutch Grand Prix,RUS,87.35450000000002,70.244,269.44444444444446,254.05555555555554
Emilia Romagna Grand Prix,RUS,88.44399999999999,75.234,197.55555555555554,229.44444444444446
Hungarian Grand Prix,RUS,89.3772857142857,77.968,255.0,217.88888888888889
Italian Grand Prix,RUS,93.57063636363637,79.44,279.1111111111111,307.0
Japanese Grand Prix,RUS,106.51010000000001,89.008,253.0,260.2
Las Vegas Grand Prix,RUS,109.22305263157894,92.312,162.16,190.64
Mexico City Grand Prix,RUS,89.1741,76.356,277.05555555555554,260.3888888888889
Miami Grand Prix,RUS,101.02407692307693,88.067,188.1904761904762,153.57142857142858
Monaco Grand Prix,RUS,89.43545833333333,70.543,186.57142857142858,167.28571428571428
Qatar Grand Prix,RUS,102.04490909090909,80.575,227.96428571428572,264.10714285714283
Saudi Arabian Grand Prix,RUS,106.061,88.316,269.04761904761904,274.76190476190476
Singapore Grand Prix,RUS,102.58957142857143,89.867,278.11764705882354,246.0625
Spanish Grand Prix,RUS,83.90355555555556,71.703,228.625,252.3125
São Paulo Grand Prix,RUS,97.44529411764705,83.578,275.0357142857143,184.0
United States Grand Prix,RUS,109.74225,92.974,178.07142857142858,158.14285714285714
Abu Dhabi Grand Prix,SAI,98.7393,82.824,251.5625,272.0
