Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,EventName,SessionType,EventDate,Time_weather,AirTemp,TrackTemp,Humidity,AvgSpeed,MaxThrottle,AvgBrake
ALB,23,102.718,4.0,1.0,,,27.146,31.39,44.182,0 days 00:51:27.182000,0 days 00:51:58.572000,0 days 00:52:42.754000,267.0,266.0,257.0,314.0,True,MEDIUM,10.0,False,Williams,3060.003,2024-04-20 03:09:23.610,1,19.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3037.243,20.0,27.3,68.0,,,
SAR,2,102.777,4.0,1.0,,,27.411,31.444,43.922,0 days 00:51:27.953000,0 days 00:51:59.397000,0 days 00:52:43.319000,267.0,265.0,262.0,329.0,True,MEDIUM,10.0,False,Williams,3060.495,2024-04-20 03:09:24.102,1,20.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3037.243,20.0,27.3,68.0,,,
HAM,44,101.256,5.0,1.0,,,27.207,30.656,43.393,0 days 00:52:50.240000,0 days 00:53:20.896000,0 days 00:54:04.289000,,266.0,256.0,311.0,False,MEDIUM,5.0,True,Mercedes,3142.991,2024-04-20 03:10:46.598,1,1.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
ALO,14,101.388,5.0,1.0,,,27.193,30.764,43.431,0 days 00:52:51.636000,0 days 00:53:22.400000,0 days 00:54:05.831000,272.0,269.0,257.0,311.0,False,MEDIUM,8.0,False,Aston Martin,3144.397,2024-04-20 03:10:48.004,1,2.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
VER,1,101.222,5.0,1.0,,,27.098,30.817,43.307,0 days 00:52:52.867000,0 days 00:53:23.684000,0 days 00:54:06.991000,274.0,260.0,258.0,313.0,False,MEDIUM,8.0,False,Red Bull Racing,3145.738,2024-04-20 03:10:49.345,1,3.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
SAI,55,101.297,5.0,1.0,,,27.498,30.715,43.084,0 days 00:52:54.458000,0 days 00:53:25.173000,0 days 00:54:08.257000,273.0,269.0,258.0,313.0,False,MEDIUM,5.0,True,Ferrari,3146.944,2024-04-20 03:10:50.551,1,4.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
PER,11,101.107,5.0,1.0,,,27.107,30.789,43.211,0 days 00:52:55.217000,0 days 00:53:26.006000,0 days 00:54:09.217000,266.0,269.0,263.0,329.0,False,MEDIUM,8.0,False,Red Bull Racing,3148.077,2024-04-20 03:10:51.684,1,5.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
LEC,16,101.294,5.0,1.0,,,26.964,31.211,43.119,0 days 00:52:55.883000,0 days 00:53:27.094000,0 days 00:54:10.213000,275.0,266.0,259.0,328.0,False,MEDIUM,9.0,False,Ferrari,3148.861,2024-04-20 03:10:52.468,1,6.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
NOR,4,101.63,5.0,1.0,,,26.945,31.255,43.43,0 days 00:52:56.444000,0 days 00:53:27.699000,0 days 00:54:11.129000,271.0,270.0,264.0,329.0,False,MEDIUM,5.0,True,McLaren,3149.447,2024-04-20 03:10:53.054,1,7.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
PIA,81,101.546,5.0,1.0,,,27.18,30.931,43.435,0 days 00:52:58.378000,0 days 00:53:29.309000,0 days 00:54:12.744000,268.0,264.0,258.0,311.0,False,MEDIUM,8.0,False,McLaren,3151.179,2024-04-20 03:10:54.786,1,8.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
ZHO,24,101.788,5.0,1.0,,,27.229,30.864,43.695,0 days 00:53:00.298000,0 days 00:53:31.162000,0 days 00:54:14.857000,271.0,263.0,256.0,308.0,False,MEDIUM,9.0,False,Kick Sauber,3153.052,2024-04-20 03:10:56.659,1,9.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
RUS,63,101.505,5.0,1.0,,,26.984,31.024,43.497,0 days 00:53:02.241000,0 days 00:53:33.265000,0 days 00:54:16.762000,271.0,269.0,256.0,311.0,True,SOFT,5.0,True,Mercedes,3155.217,2024-04-20 03:10:58.824,1,10.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
MAG,20,102.092,5.0,1.0,,,27.353,31.15,43.589,0 days 00:53:03.972000,0 days 00:53:35.122000,0 days 00:54:18.711000,273.0,266.0,257.0,314.0,True,MEDIUM,9.0,False,Haas F1 Team,3156.566,2024-04-20 03:11:00.173,1,11.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
BOT,77,102.224,5.0,1.0,,,27.452,31.192,43.58,0 days 00:53:04.558000,0 days 00:53:35.750000,0 days 00:54:19.330000,271.0,266.0,262.0,328.0,True,MEDIUM,9.0,False,Kick Sauber,3157.064,2024-04-20 03:11:00.671,1,12.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
RIC,3,102.255,5.0,1.0,,,27.425,31.278,43.552,0 days 00:53:05.025000,0 days 00:53:36.303000,0 days 00:54:19.855000,281.0,271.0,261.0,336.0,True,MEDIUM,8.0,False,RB,3157.569,2024-04-20 03:11:01.176,1,13.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
STR,18,102.258,5.0,1.0,,,27.366,31.227,43.665,0 days 00:53:05.593000,0 days 00:53:36.820000,0 days 00:54:20.485000,,271.0,265.0,338.0,True,MEDIUM,8.0,False,Aston Martin,3158.218,2024-04-20 03:11:01.825,1,14.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
HUL,27,102.315,5.0,1.0,,,27.217,31.542,43.556,0 days 00:53:06.109000,0 days 00:53:37.651000,0 days 00:54:21.207000,281.0,271.0,265.0,336.0,True,MEDIUM,9.0,False,Haas F1 Team,3158.857,2024-04-20 03:11:02.464,1,15.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
OCO,31,102.245,5.0,1.0,,,26.74,31.613,43.892,0 days 00:53:06.312000,0 days 00:53:37.925000,0 days 00:54:21.817000,281.0,268.0,262.0,342.0,False,MEDIUM,5.0,True,Alpine,3159.572,2024-04-20 03:11:03.179,1,16.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
GAS,10,102.279,5.0,1.0,,,27.112,31.317,43.85,0 days 00:53:07.196000,0 days 00:53:38.513000,0 days 00:54:22.363000,,261.0,263.0,331.0,False,MEDIUM,5.0,True,Alpine,3160.042,2024-04-20 03:11:03.649,1,17.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
TSU,22,102.301,5.0,1.0,,,27.34,30.981,43.98,0 days 00:53:08.651000,0 days 00:53:39.632000,0 days 00:54:23.612000,269.0,269.0,257.0,317.0,False,MEDIUM,5.0,True,RB,3161.265,2024-04-20 03:11:04.872,1,18.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
ALB,23,102.528,5.0,1.0,,,27.216,31.246,44.066,0 days 00:53:09.970000,0 days 00:53:41.216000,0 days 00:54:25.282000,271.0,268.0,258.0,313.0,True,MEDIUM,11.0,False,Williams,3162.721,2024-04-20 03:11:06.328,1,19.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
SAR,2,102.68,5.0,1.0,,,27.574,31.201,43.905,0 days 00:53:10.893000,0 days 00:53:42.094000,0 days 00:54:25.999000,270.0,268.0,264.0,330.0,True,MEDIUM,11.0,False,Williams,3163.272,2024-04-20 03:11:06.879,1,20.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3157.245,20.0,28.4,68.0,,,
HAM,44,101.459,6.0,1.0,,,27.173,30.61,43.676,0 days 00:54:31.462000,0 days 00:55:02.072000,0 days 00:55:45.748000,270.0,267.0,255.0,311.0,False,MEDIUM,6.0,True,Mercedes,3244.247,2024-04-20 03:12:27.854,1,1.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3217.254,20.1,28.4,69.0,,,
ALO,14,101.364,6.0,1.0,,,27.024,30.868,43.472,0 days 00:54:32.855000,0 days 00:55:03.723000,0 days 00:55:47.195000,270.0,267.0,257.0,311.0,False,MEDIUM,9.0,False,Aston Martin,3245.785,2024-04-20 03:12:29.392,1,2.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3217.254,20.1,28.4,69.0,,,
VER,1,101.028,6.0,1.0,,,27.169,30.631,43.228,0 days 00:54:34.160000,0 days 00:55:04.791000,0 days 00:55:48.019000,275.0,264.0,262.0,315.0,False,MEDIUM,9.0,False,Red Bull Racing,3246.96,2024-04-20 03:12:30.567,1,3.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3217.254,20.1,28.4,69.0,,,
SAI,55,101.245,6.0,1.0,,,27.339,30.571,43.335,0 days 00:54:35.596000,0 days 00:55:06.167000,0 days 00:55:49.502000,274.0,268.0,257.0,312.0,False,MEDIUM,6.0,True,Ferrari,3248.241,2024-04-20 03:12:31.848,1,4.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
PER,11,101.311,6.0,1.0,,,27.072,30.904,43.335,0 days 00:54:36.289000,0 days 00:55:07.193000,0 days 00:55:50.528000,265.0,267.0,263.0,313.0,False,MEDIUM,9.0,False,Red Bull Racing,3249.184,2024-04-20 03:12:32.791,1,5.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
LEC,16,101.179,6.0,1.0,,,27.191,30.653,43.335,0 days 00:54:37.404000,0 days 00:55:08.057000,0 days 00:55:51.392000,273.0,265.0,265.0,329.0,False,MEDIUM,10.0,False,Ferrari,3250.155,2024-04-20 03:12:33.762,1,6.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
NOR,4,100.976,6.0,1.0,,,26.797,30.88,43.299,0 days 00:54:37.926000,0 days 00:55:08.806000,0 days 00:55:52.105000,269.0,270.0,265.0,331.0,False,MEDIUM,6.0,True,McLaren,3251.077,2024-04-20 03:12:34.684,1,7.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
PIA,81,101.737,6.0,1.0,,,27.237,30.876,43.624,0 days 00:54:39.981000,0 days 00:55:10.857000,0 days 00:55:54.481000,,267.0,257.0,311.0,False,MEDIUM,9.0,False,McLaren,3252.725,2024-04-20 03:12:36.332,1,8.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
ZHO,24,102.617,6.0,1.0,,,27.414,31.208,43.995,0 days 00:54:42.271000,0 days 00:55:13.479000,0 days 00:55:57.474000,273.0,264.0,255.0,310.0,False,MEDIUM,10.0,False,Kick Sauber,3254.84,2024-04-20 03:12:38.447,1,9.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
RUS,63,101.965,6.0,1.0,,,27.09,31.102,43.773,0 days 00:54:43.852000,0 days 00:55:14.954000,0 days 00:55:58.727000,270.0,268.0,256.0,312.0,False,SOFT,6.0,True,Mercedes,3256.722,2024-04-20 03:12:40.329,1,10.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
MAG,20,102.166,6.0,1.0,,,27.33,31.158,43.678,0 days 00:54:46.041000,0 days 00:55:17.199000,0 days 00:56:00.877000,,266.0,257.0,314.0,False,MEDIUM,10.0,False,Haas F1 Team,3258.658,2024-04-20 03:12:42.265,1,11.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
BOT,77,102.14,6.0,1.0,,,27.282,31.323,43.535,0 days 00:54:46.612000,0 days 00:55:17.935000,0 days 00:56:01.470000,270.0,264.0,263.0,327.0,True,MEDIUM,10.0,False,Kick Sauber,3259.288,2024-04-20 03:12:42.895,1,12.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
RIC,3,102.234,6.0,1.0,,,27.312,31.342,43.58,0 days 00:54:47.167000,0 days 00:55:18.509000,0 days 00:56:02.089000,279.0,270.0,262.0,336.0,True,MEDIUM,9.0,False,RB,3259.824,2024-04-20 03:12:43.431,1,13.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
STR,18,102.35,6.0,1.0,,,27.358,31.237,43.755,0 days 00:54:47.843000,0 days 00:55:19.080000,0 days 00:56:02.835000,270.0,269.0,264.0,335.0,False,MEDIUM,9.0,False,Aston Martin,3260.476,2024-04-20 03:12:44.083,1,14.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
HUL,27,102.434,6.0,1.0,,,27.412,31.475,43.547,0 days 00:54:48.619000,0 days 00:55:20.094000,0 days 00:56:03.641000,275.0,269.0,265.0,334.0,False,MEDIUM,10.0,False,Haas F1 Team,3261.172,2024-04-20 03:12:44.779,1,15.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
OCO,31,102.594,6.0,1.0,,,27.108,31.425,44.061,0 days 00:54:48.925000,0 days 00:55:20.350000,0 days 00:56:04.411000,273.0,264.0,262.0,330.0,False,MEDIUM,6.0,True,Alpine,3261.817,2024-04-20 03:12:45.424,1,16.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
GAS,10,102.708,6.0,1.0,,,27.175,31.68,43.853,0 days 00:54:49.538000,0 days 00:55:21.218000,0 days 00:56:05.071000,269.0,258.0,263.0,328.0,False,MEDIUM,6.0,True,Alpine,3262.321,2024-04-20 03:12:45.928,1,17.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
TSU,22,102.193,6.0,1.0,,,27.253,31.23,43.71,0 days 00:54:50.865000,0 days 00:55:22.095000,0 days 00:56:05.805000,268.0,268.0,262.0,333.0,False,MEDIUM,6.0,True,RB,3263.566,2024-04-20 03:12:47.173,1,18.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
ALB,23,102.507,6.0,1.0,,,27.226,31.276,44.005,0 days 00:54:52.508000,0 days 00:55:23.784000,0 days 00:56:07.789000,269.0,268.0,258.0,313.0,True,MEDIUM,12.0,False,Williams,3265.249,2024-04-20 03:12:48.856,1,19.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
SAR,2,102.796,6.0,1.0,,,27.495,31.356,43.945,0 days 00:54:53.494000,0 days 00:55:24.850000,0 days 00:56:08.795000,269.0,268.0,264.0,312.0,False,MEDIUM,12.0,False,Williams,3265.952,2024-04-20 03:12:49.559,1,20.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3277.249,20.1,28.0,68.0,,,
HAM,44,101.661,7.0,1.0,,,27.375,30.68,43.606,0 days 00:56:13.123000,0 days 00:56:43.803000,0 days 00:57:27.409000,268.0,268.0,256.0,312.0,False,MEDIUM,7.0,True,Mercedes,3345.706,2024-04-20 03:14:09.313,1,1.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
ALO,14,102.711,7.0,1.0,,,27.233,31.113,44.365,0 days 00:56:14.428000,0 days 00:56:45.541000,0 days 00:57:29.906000,269.0,268.0,263.0,302.0,False,MEDIUM,10.0,False,Aston Martin,3347.149,2024-04-20 03:14:10.756,1,3.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
VER,1,101.227,7.0,1.0,,,26.972,31.143,43.112,0 days 00:56:14.991000,0 days 00:56:46.134000,0 days 00:57:29.246000,276.0,269.0,256.0,335.0,False,MEDIUM,10.0,False,Red Bull Racing,3347.988,2024-04-20 03:14:11.595,1,2.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
SAI,55,101.501,7.0,1.0,,,27.265,30.951,43.285,0 days 00:56:16.767000,0 days 00:56:47.718000,0 days 00:57:31.003000,272.0,270.0,259.0,317.0,False,MEDIUM,7.0,True,Ferrari,3349.486,2024-04-20 03:14:13.093,1,4.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
PER,11,101.368,7.0,1.0,,,26.985,30.967,43.416,0 days 00:56:17.513000,0 days 00:56:48.480000,0 days 00:57:31.896000,268.0,269.0,263.0,332.0,False,MEDIUM,10.0,False,Red Bull Racing,3350.495,2024-04-20 03:14:14.102,1,5.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
LEC,16,101.42,7.0,1.0,,,27.096,30.966,43.358,0 days 00:56:18.488000,0 days 00:56:49.454000,0 days 00:57:32.812000,270.0,266.0,260.0,332.0,False,MEDIUM,11.0,False,Ferrari,3351.334,2024-04-20 03:14:14.941,1,6.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
NOR,4,101.528,7.0,1.0,,,27.104,31.077,43.347,0 days 00:56:19.209000,0 days 00:56:50.286000,0 days 00:57:33.633000,267.0,270.0,264.0,331.0,False,MEDIUM,7.0,True,McLaren,3352.053,2024-04-20 03:14:15.660,1,7.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
PIA,81,102.579,7.0,1.0,,,27.437,31.286,43.856,0 days 00:56:21.918000,0 days 00:56:53.204000,0 days 00:57:37.060000,266.0,268.0,258.0,312.0,False,MEDIUM,10.0,False,McLaren,3354.462,2024-04-20 03:14:18.069,1,8.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
ZHO,24,102.402,7.0,1.0,,,27.537,31.098,43.767,0 days 00:56:25.011000,0 days 00:56:56.109000,0 days 00:57:39.876000,269.0,265.0,256.0,311.0,False,MEDIUM,11.0,False,Kick Sauber,3357.457,2024-04-20 03:14:21.064,1,9.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
RUS,63,102.348,7.0,1.0,,,27.317,31.321,43.71,0 days 00:56:26.044000,0 days 00:56:57.365000,0 days 00:57:41.075000,271.0,271.0,256.0,315.0,False,SOFT,7.0,True,Mercedes,3358.687,2024-04-20 03:14:22.294,1,10.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
MAG,20,102.533,7.0,1.0,,,27.438,31.375,43.72,0 days 00:56:28.315000,0 days 00:56:59.690000,0 days 00:57:43.410000,271.0,267.0,256.0,316.0,False,MEDIUM,11.0,False,Haas F1 Team,3360.824,2024-04-20 03:14:24.431,1,11.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
BOT,77,102.506,7.0,1.0,,,27.511,31.333,43.662,0 days 00:56:28.981000,0 days 00:57:00.314000,0 days 00:57:43.976000,272.0,270.0,262.0,332.0,False,MEDIUM,11.0,False,Kick Sauber,3361.428,2024-04-20 03:14:25.035,1,12.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
RIC,3,102.4,7.0,1.0,,,27.38,31.355,43.665,0 days 00:56:29.469000,0 days 00:57:00.824000,0 days 00:57:44.489000,277.0,271.0,262.0,340.0,False,MEDIUM,10.0,False,RB,3362.058,2024-04-20 03:14:25.665,1,13.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
STR,18,102.385,7.0,1.0,,,27.256,31.226,43.903,0 days 00:56:30.091000,0 days 00:57:01.317000,0 days 00:57:45.220000,,273.0,264.0,337.0,False,MEDIUM,10.0,False,Aston Martin,3362.826,2024-04-20 03:14:26.433,1,14.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
HUL,27,102.837,7.0,1.0,,,27.355,31.614,43.868,0 days 00:56:30.996000,0 days 00:57:02.610000,0 days 00:57:46.478000,,270.0,257.0,320.0,False,MEDIUM,11.0,False,Haas F1 Team,3363.606,2024-04-20 03:14:27.213,1,15.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
OCO,31,102.657,7.0,1.0,,,26.98,31.528,44.149,0 days 00:56:31.391000,0 days 00:57:02.919000,0 days 00:57:47.068000,271.0,265.0,260.0,329.0,False,MEDIUM,7.0,True,Alpine,3364.411,2024-04-20 03:14:28.018,1,16.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
GAS,10,102.561,7.0,1.0,,,27.302,31.204,44.055,0 days 00:56:32.373000,0 days 00:57:03.577000,0 days 00:57:47.632000,267.0,264.0,263.0,328.0,False,MEDIUM,7.0,True,Alpine,3365.029,2024-04-20 03:14:28.636,1,17.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
TSU,22,102.626,7.0,1.0,,,27.297,31.415,43.914,0 days 00:56:33.102000,0 days 00:57:04.517000,0 days 00:57:48.431000,267.0,270.0,260.0,336.0,False,MEDIUM,7.0,True,RB,3365.759,2024-04-20 03:14:29.366,1,18.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3337.246,20.2,27.8,68.0,,,
ALB,23,102.608,7.0,1.0,,,27.248,31.368,43.992,0 days 00:56:35.037000,0 days 00:57:06.405000,0 days 00:57:50.397000,268.0,269.0,258.0,315.0,False,MEDIUM,13.0,False,Williams,3367.756,2024-04-20 03:14:31.363,1,19.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3397.249,20.1,27.7,68.0,,,
SAR,2,102.516,7.0,1.0,,,27.335,31.332,43.849,0 days 00:56:36.130000,0 days 00:57:07.462000,0 days 00:57:51.311000,267.0,269.0,263.0,331.0,True,MEDIUM,13.0,False,Williams,3368.748,2024-04-20 03:14:32.355,1,20.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3397.249,20.1,27.7,68.0,,,
HAM,44,102.196,8.0,1.0,,,27.257,30.655,44.284,0 days 00:57:54.666000,0 days 00:58:25.321000,0 days 00:59:09.605000,269.0,269.0,257.0,312.0,False,MEDIUM,8.0,True,Mercedes,3447.367,2024-04-20 03:15:50.974,1,1.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
VER,1,101.091,8.0,1.0,,,27.064,30.655,43.372,0 days 00:57:56.310000,0 days 00:58:26.965000,0 days 00:59:10.337000,275.0,263.0,263.0,314.0,False,MEDIUM,11.0,False,Red Bull Racing,3449.215,2024-04-20 03:15:52.822,1,2.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
ALO,14,102.532,8.0,1.0,,,27.325,31.26,43.947,0 days 00:57:57.231000,0 days 00:58:28.491000,0 days 00:59:12.438000,276.0,269.0,257.0,312.0,False,MEDIUM,11.0,False,Aston Martin,3449.86,2024-04-20 03:15:53.467,1,3.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
SAI,55,102.024,8.0,1.0,,,27.374,31.014,43.636,0 days 00:57:58.377000,0 days 00:58:29.391000,0 days 00:59:13.027000,276.0,270.0,265.0,330.0,False,MEDIUM,8.0,True,Ferrari,3450.987,2024-04-20 03:15:54.594,1,4.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
PER,11,101.75,8.0,1.0,,,26.891,31.166,43.693,0 days 00:57:58.787000,0 days 00:58:29.953000,0 days 00:59:13.646000,271.0,270.0,264.0,338.0,False,MEDIUM,11.0,False,Red Bull Racing,3451.863,2024-04-20 03:15:55.470,1,5.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
LEC,16,101.432,8.0,1.0,,,27.353,30.744,43.335,0 days 00:58:00.165000,0 days 00:58:30.909000,0 days 00:59:14.244000,272.0,269.0,267.0,333.0,False,MEDIUM,12.0,False,Ferrari,3452.754,2024-04-20 03:15:56.361,1,6.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
NOR,4,101.609,8.0,1.0,,,27.061,31.006,43.542,0 days 00:58:00.694000,0 days 00:58:31.700000,0 days 00:59:15.242000,270.0,270.0,265.0,332.0,False,MEDIUM,8.0,True,McLaren,3453.581,2024-04-20 03:15:57.188,1,7.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
PIA,81,102.697,8.0,1.0,,,27.501,31.181,44.015,0 days 00:58:04.561000,0 days 00:58:35.742000,0 days 00:59:19.757000,267.0,267.0,256.0,311.0,False,MEDIUM,11.0,False,McLaren,3457.041,2024-04-20 03:16:00.648,1,8.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
ZHO,24,102.642,8.0,1.0,,,27.695,30.891,44.056,0 days 00:58:07.571000,0 days 00:58:38.462000,0 days 00:59:22.518000,271.0,265.0,255.0,310.0,False,MEDIUM,12.0,False,Kick Sauber,3459.859,2024-04-20 03:16:03.466,1,9.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
RUS,63,101.981,8.0,1.0,,,27.3,30.872,43.809,0 days 00:58:08.375000,0 days 00:58:39.247000,0 days 00:59:23.056000,277.0,270.0,261.0,328.0,False,SOFT,8.0,True,Mercedes,3461.035,2024-04-20 03:16:04.642,1,10.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
MAG,20,102.531,8.0,1.0,,,27.34,31.221,43.97,0 days 00:58:10.750000,0 days 00:58:41.971000,0 days 00:59:25.941000,274.0,268.0,256.0,315.0,False,MEDIUM,12.0,False,Haas F1 Team,3463.357,2024-04-20 03:16:06.964,1,11.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
BOT,77,102.555,8.0,1.0,,,27.338,31.324,43.893,0 days 00:58:11.314000,0 days 00:58:42.638000,0 days 00:59:26.531000,269.0,265.0,264.0,327.0,False,MEDIUM,12.0,False,Kick Sauber,3463.934,2024-04-20 03:16:07.541,1,12.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
RIC,3,102.575,8.0,1.0,,,27.516,31.227,43.832,0 days 00:58:12.005000,0 days 00:58:43.232000,0 days 00:59:27.064000,,270.0,261.0,337.0,False,MEDIUM,11.0,False,RB,3464.458,2024-04-20 03:16:08.065,1,13.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,3457.255,20.1,27.8,68.0,,,
